gene_id	gene_name	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
gene-CEP52_000013	CEP52_000013	2568.298	2572.439	2568.43	2583.442	2572.267	2573.30078307389	2573.30078307389	2573.30078307389	2573.30078307389	2573.30078307389	2573.30078307389	2574.959	2573.30078307389	2573.30078307389	2573.30078307389	2573.30078307389
gene-CEP52_000014	CEP52_000014	1032.298	1036.439	1032.43	1033.94733567332	1036.267	1033.94733567332	1033.94733567332	1033.94733567332	1033.94733567332	1033.94733567332	1033.94733567332	1033.94733567332	1033.94733567332	1033.94733567332	1033.94733567332	1032.312
gene-CEP52_000015	CEP52_000015	369.166701214574	367.485	363.538	378.442	367.368	369.166701214574	369.166701214574	369.166701214574	369.166701214574	369.166701214574	369.166701214574	369.166701214574	369.166701214574	369.166701214574	369.166701214574	369.166701214574
gene-CEP52_000016	CEP52_000016	1074.298	1078.439	1074.43	1076.95582107225	1078.267	1076.95582107225	1076.95582107225	1076.95582107225	1076.95582107225	1076.95582107225	1078.005	1080.959	1076.95582107225	1076.95582107225	1076.95582107225	1074.312
gene-CEP52_000017	CEP52_000017	585.298	589.439	585.43	600.442	589.267	589.278662695375	589.278662695375	583.283	589.278662695375	589.278662695375	589.278662695375	591.959	589.278662695375	589.278662695375	589.278662695375	589.278662695375
gene-CEP52_000018	CEP52_000018	375.375	379.478	375.481	390.442	379.315	379.978734482585	379.978734482585	379.978734482585	379.978734482585	379.978734482585	379.978734482585	379.978734482585	379.978734482585	379.978734482585	379.978734482585	379.978734482585
gene-CEP52_000019	CEP52_000019	1041.29532691276	1039.439	1035.43	1050.442	1039.267	1041.29532691276	1041.29532691276	1041.29532691276	1041.29532691276	1041.29532691276	1041.29532691276	1041.959	1041.29532691276	1041.29532691276	1041.29532691276	1041.29532691276
gene-CEP52_000020	CEP52_000020	1235.34701028092	1235.34701028092	1233.43	1235.34701028092	1237.267	1235.34701028092	1235.34701028092	1235.34701028092	1235.34701028092	1235.34701028092	1235.34701028092	1235.34701028092	1235.34701028092	1235.34701028092	1235.34701028092	1235.34701028092
gene-CEP52_000021	CEP52_000021	304.411625	304.411625	304.411625	304.411625	304.411625	304.411625	304.411625	304.411625	304.411625	304.411625	304.411625	304.411625	304.411625	304.411625	304.411625	304.411625
gene-CEP52_000022	CEP52_000022	244.135	248.069	246.094139131756	246.094139131756	246.094139131756	246.094139131756	246.094139131756	246.094139131756	246.094139131756	246.094139131756	246.094139131756	246.094139131756	246.094139131756	246.094139131756	246.094139131756	246.094139131756
gene-CEP52_000023	CEP52_000023	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625
gene-CEP52_000024	CEP52_000024	3255.298	3259.439	3255.43	3255.95751000294	3255.95751000294	3254.311	3255.95751000294	3255.95751000294	3255.95751000294	3255.95751000294	3255.95751000294	3255.95751000294	3255.95751000294	3255.95751000294	3255.95751000294	3255.312
gene-CEP52_000025	CEP52_000025	2115.298	2119.439	2115.43	2130.442	2119.267	2118.34623934195	2118.34623934195	2113.283	2118.34623934195	2118.34623934195	2118.34623934195	2118.34623934195	2118.34623934195	2118.34623934195	2118.34623934195	2115.312
gene-CEP52_000026	CEP52_000026	958.2365	958.2365	958.2365	958.2365	958.2365	958.2365	958.2365	958.2365	958.2365	958.2365	958.2365	958.2365	958.2365	958.2365	958.2365	958.2365
gene-CEP52_000027	CEP52_000027	2169.298	2173.439	2169.43	2184.442	2173.267	2173.96818116155	2173.96818116155	2173.96818116155	2173.96818116155	2173.96818116155	2173.96818116155	2173.96818116155	2173.96818116155	2173.96818116155	2173.96818116155	2173.96818116155
gene-CEP52_000028	CEP52_000028	1617.298	1621.439	1617.43	1632.442	1621.267	1620.27601204513	1619.799	1615.283	1620.27601204513	1620.27601204513	1620.27601204513	1620.27601204513	1620.27601204513	1620.27601204513	1620.27601204513	1617.312
gene-CEP52_000029	CEP52_000029	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125	487.2393125
gene-CEP52_000030	CEP52_000030	732.627961661306	732.627961661306	732.627961661306	732.627961661306	732.627961661306	732.627961661306	732.627961661306	732.627961661306	732.627961661306	732.627961661306	732.627961661306	735.959	732.627961661306	732.627961661306	732.627961661306	729.312
gene-CEP52_000031	CEP52_000031	106.446	109.436	109.915946662633	116.257	107.779	109.915946662633	109.915946662633	109.915946662633	109.915946662633	109.915946662633	109.915946662633	109.915946662633	109.915946662633	109.915946662633	109.915946662633	109.915946662633
gene-CEP52_000032	CEP52_000032	133.522125	133.522125	133.522125	133.522125	133.522125	133.522125	133.522125	133.522125	133.522125	133.522125	133.522125	133.522125	133.522125	133.522125	133.522125	133.522125
gene-CEP52_000033	CEP52_000033	555.326	559.439	555.43	570.442	559.267	558.980307424809	557.799	558.980307424809	558.980307424809	558.980307424809	558.980307424809	558.980307424809	558.980307424809	558.980307424809	558.980307424809	555.312
gene-CEP52_000034	CEP52_000034	1402.439	1402.439	1402.439	1402.439	1402.439	1402.439	1402.439	1402.439	1402.439	1402.439	1402.439	1402.439	1402.439	1402.439	1402.439	1402.439
gene-CEP52_000035	CEP52_000035	2025.13676387177	2023.439	2019.43	2034.442	2023.267	2025.13676387177	2025.13676387177	2025.13676387177	2025.13676387177	2025.13676387177	2025.13676387177	2025.13676387177	2025.13676387177	2025.13676387177	2025.13676387177	2025.13676387177
gene-CEP52_000036	CEP52_000036	2541.298	2545.439	2541.43	2556.442	2545.267	2545.96920504491	2545.96920504491	2545.96920504491	2545.96920504491	2545.96920504491	2545.96920504491	2545.96920504491	2545.96920504491	2545.96920504491	2545.96920504491	2545.96920504491
gene-CEP52_000037	CEP52_000037	1818.298	1822.439	1818.43	1833.442	1822.267	1822.96683278869	1822.96683278869	1822.96683278869	1822.96683278869	1822.96683278869	1822.96683278869	1822.96683278869	1822.96683278869	1822.96683278869	1822.96683278869	1822.96683278869
gene-CEP52_000038	CEP52_000038	1305.92891193893	1300.439	1305.92891193893	1311.442	1305.92891193893	1305.92891193893	1305.92891193893	1305.92891193893	1305.92891193893	1305.92891193893	1305.92891193893	1305.92891193893	1305.92891193893	1305.92891193893	1305.92891193893	1305.92891193893
gene-CEP52_000039	CEP52_000039	1357.267	1357.267	1357.267	1357.267	1357.267	1357.267	1357.267	1357.267	1357.267	1357.267	1357.267	1357.267	1357.267	1357.267	1357.267	1357.267
gene-CEP52_000040	CEP52_000040	1572.298	1576.439	1572.43	1587.442	1576.17338498736	1576.17338498736	1576.17338498736	1576.17338498736	1576.17338498736	1576.17338498736	1576.17338498736	1576.17338498736	1576.17338498736	1576.17338498736	1576.17338498736	1572.312
gene-CEP52_000041	CEP52_000041	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875	352.3396875
gene-CEP52_000042	CEP52_000042	374.052759654793	370.485	374.052759654793	381.442	370.339	374.052759654793	374.052759654793	374.052759654793	374.052759654793	374.052759654793	374.052759654793	374.052759654793	374.052759654793	374.052759654793	374.052759654793	374.052759654793
gene-CEP52_000043	CEP52_000043	7754.36174404608	7756.439	7752.43	7754.36174404608	7756.267	7754.36174404608	7754.36174404608	7754.36174404608	7754.36174404608	7754.36174404608	7754.36174404608	7754.36174404608	7754.36174404608	7754.36174404608	7754.36174404608	7752.312
gene-CEP52_000044	CEP52_000044	1464.04416296477	1465.439	1461.43	1464.04416296477	1465.267	1464.04416296477	1464.04416296477	1464.04416296477	1464.04416296477	1464.04416296477	1464.04416296477	1464.04416296477	1464.04416296477	1464.04416296477	1464.04416296477	1464.04416296477
gene-CEP52_000045	CEP52_000045	1501.439	1501.439	1501.439	1501.439	1501.439	1501.439	1501.439	1501.439	1501.439	1501.439	1501.439	1501.439	1501.439	1501.439	1501.439	1501.439
gene-CEP52_000046	CEP52_000046	178.55125	178.55125	178.55125	178.55125	178.55125	178.55125	178.55125	178.55125	178.55125	178.55125	178.55125	178.55125	178.55125	178.55125	178.55125	178.55125
gene-CEP52_000047	CEP52_000047	2877.298	2881.439	2877.43	2892.442	2881.267	2880.87586251594	2880.87586251594	2875.283	2880.87586251594	2880.87586251594	2881.005	2880.87586251594	2880.87586251594	2880.87586251594	2880.87586251594	2880.87586251594
gene-CEP52_000048	CEP52_000048	708.298	712.439	708.43	723.442	712.267	712.662976616127	712.662976616127	712.662976616127	712.662976616127	713.281	712.662976616127	714.959	712.662976616127	712.662976616127	712.662976616127	708.312
gene-CEP52_000049	CEP52_000049	684.741013641762	682.439	678.43	693.442	684.741013641762	684.741013641762	684.741013641762	684.741013641762	684.741013641762	684.741013641762	684.741013641762	684.741013641762	684.741013641762	684.741013641762	684.741013641762	684.741013641762
gene-CEP52_000050	CEP52_000050	1227.298	1231.439	1227.43	1242.442	1231.267	1226.311	1230.48879058557	1230.48879058557	1230.48879058557	1230.48879058557	1230.48879058557	1230.48879058557	1230.48879058557	1230.48879058557	1230.48879058557	1227.312
gene-CEP52_000051	CEP52_000051	801.298	805.439	801.43	816.442	805.267	800.311	804.916653751093	804.916653751093	804.916653751093	804.916653751093	804.916653751093	807.959	804.916653751093	804.916653751093	804.916653751093	801.312
gene-CEP52_000052	CEP52_000052	381.374	385.454	384.042998258578	384.042998258578	385.315	384.042998258578	384.042998258578	384.042998258578	384.042998258578	384.042998258578	384.042998258578	384.042998258578	384.042998258578	384.042998258578	384.042998258578	384.042998258578
gene-CEP52_000053	CEP52_000053	1155.298	1159.439	1155.43	1170.442	1159.267	1159.8025012265	1159.8025012265	1159.8025012265	1159.8025012265	1159.8025012265	1159.005	1159.8025012265	1159.8025012265	1159.8025012265	1159.8025012265	1159.8025012265
gene-CEP52_000054	CEP52_000054	1446.298	1450.439	1446.43	1461.442	1450.267	1445.311	1448.83849900077	1444.283	1448.83849900077	1448.83849900077	1448.83849900077	1448.83849900077	1448.83849900077	1448.83849900077	1448.83849900077	1446.312
gene-CEP52_000055	CEP52_000055	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375	218.8374375
gene-CEP52_000056	CEP52_000056	88.995	91.58	89.574	97.424	89.909	91.4457377115945	91.4457377115945	91.4457377115945	91.4457377115945	91.4457377115945	91.4457377115945	91.4457377115945	91.4457377115945	91.4457377115945	91.4457377115945	91.4457377115945
gene-CEP52_000057	CEP52_000057	831.298	836.359916123407	831.43	846.442	836.359916123407	836.359916123407	836.359916123407	836.359916123407	836.359916123407	836.359916123407	836.359916123407	836.359916123407	836.359916123407	836.359916123407	836.359916123407	836.359916123407
gene-CEP52_000058	CEP52_000058	970.383627984226	970.439	966.43	981.442	970.267	965.311	970.383627984226	970.383627984226	970.383627984226	970.383627984226	970.005	972.959	970.383627984226	970.383627984226	970.383627984226	966.312
gene-CEP52_000059	CEP52_000059	1359.298	1359.81777818971	1359.43	1359.81777818971	1363.267	1359.81777818971	1359.81777818971	1357.283	1359.81777818971	1359.81777818971	1359.81777818971	1359.81777818971	1359.81777818971	1359.81777818971	1359.81777818971	1359.81777818971
gene-CEP52_000060	CEP52_000060	3108.298	3112.439	3108.43	3109.72173971577	3109.72173971577	3109.72173971577	3109.72173971577	3109.72173971577	3109.72173971577	3109.72173971577	3109.72173971577	3109.72173971577	3109.72173971577	3109.72173971577	3109.72173971577	3109.72173971577
gene-CEP52_000061	CEP52_000061	961.2365	961.2365	961.2365	961.2365	961.2365	961.2365	961.2365	961.2365	961.2365	961.2365	961.2365	961.2365	961.2365	961.2365	961.2365	961.2365
gene-CEP52_000062	CEP52_000062	1012.439	1012.439	1012.439	1012.439	1012.439	1012.439	1012.439	1012.439	1012.439	1012.439	1012.439	1012.439	1012.439	1012.439	1012.439	1012.439
gene-CEP52_000063	CEP52_000063	5469.298	5473.439	5469.43	5484.442	5473.267	5473.1953987303	5473.1953987303	5473.1953987303	5473.1953987303	5473.1953987303	5473.1953987303	5473.1953987303	5473.1953987303	5473.1953987303	5473.1953987303	5469.312
gene-CEP52_000064	CEP52_000064	417.326	421.439	417.431	419.372482953999	421.313	419.372482953999	419.372482953999	419.372482953999	419.372482953999	419.372482953999	419.372482953999	419.372482953999	419.372482953999	419.372482953999	419.372482953999	419.372482953999
gene-CEP52_000065	CEP52_000065	3111.13946152702	3109.439	3105.43	3120.442	3109.267	3111.13946152702	3111.13946152702	3111.13946152702	3111.13946152702	3111.13946152702	3111.13946152702	3111.13946152702	3111.13946152702	3111.13946152702	3111.13946152702	3111.13946152702
gene-CEP52_000066	CEP52_000066	1806.298	1810.439	1806.43	1821.442	1810.267	1805.311	1809.4111318439	1804.283	1809.4111318439	1809.4111318439	1809.4111318439	1809.4111318439	1813.984	1809.4111318439	1809.4111318439	1806.312
gene-CEP52_000067	CEP52_000067	2091.298	2095.439	2091.43	2093.35754844195	2095.267	2093.35754844195	2093.35754844195	2093.35754844195	2093.35754844195	2093.35754844195	2093.35754844195	2093.35754844195	2093.35754844195	2093.35754844195	2093.35754844195	2093.35754844195
gene-CEP52_000068	CEP52_000068	1767.298	1771.439	1767.43	1782.442	1771.267	1770.34491424137	1770.34491424137	1765.283	1770.34491424137	1770.34491424137	1770.34491424137	1770.34491424137	1770.34491424137	1770.34491424137	1770.34491424137	1767.312
gene-CEP52_000069	CEP52_000069	194.244	198.214	196.837571516366	196.837571516366	198.044	196.837571516366	196.837571516366	196.837571516366	196.837571516366	196.837571516366	196.874	196.837571516366	196.837571516366	196.837571516366	196.837571516366	196.837571516366
gene-CEP52_000070	CEP52_000070	1698.298	1702.439	1698.43	1713.442	1702.267	1702.18965235925	1702.18965235925	1702.18965235925	1702.18965235925	1702.18965235925	1702.18965235925	1702.18965235925	1702.18965235925	1702.18965235925	1702.18965235925	1698.312
gene-CEP52_000071	CEP52_000071	334.35825	334.35825	334.35825	334.35825	334.35825	334.35825	334.35825	334.35825	334.35825	334.35825	334.35825	334.35825	334.35825	334.35825	334.35825	334.35825
gene-CEP52_000072	CEP52_000072	403.449	403.449	403.449	403.449	403.449	403.449	403.449	403.449	403.449	403.449	403.449	403.449	403.449	403.449	403.449	403.449
gene-CEP52_000073	CEP52_000073	3825.298	3825.34666620855	3825.43	3825.34666620855	3825.34666620855	3825.34666620855	3825.34666620855	3825.34666620855	3825.34666620855	3825.34666620855	3825.34666620855	3825.34666620855	3825.34666620855	3825.34666620855	3825.34666620855	3825.312
gene-CEP52_000074	CEP52_000074	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125	475.2393125
gene-CEP52_000075	CEP52_000075	406.243375	406.243375	406.243375	406.243375	406.243375	406.243375	406.243375	406.243375	406.243375	406.243375	406.243375	406.243375	406.243375	406.243375	406.243375	406.243375
gene-CEP52_000076	CEP52_000076	1000.005	1000.005	1000.005	1000.005	1000.005	1000.005	1000.005	1000.005	1000.005	1000.005	1000.005	1000.005	1000.005	1000.005	1000.005	1000.005
gene-CEP52_000077	CEP52_000077	741.298	745.439	741.43	756.442	745.267	745.179001299962	745.179001299962	745.179001299962	745.179001299962	745.179001299962	745.179001299962	745.179001299962	745.179001299962	745.179001299962	745.179001299962	741.312
gene-CEP52_000078	CEP52_000078	1436.37401778506	1438.439	1436.37401778506	1436.37401778506	1436.37401778506	1436.37401778506	1436.37401778506	1436.37401778506	1436.37401778506	1436.37401778506	1436.37401778506	1436.37401778506	1436.37401778506	1436.37401778506	1436.37401778506	1434.312
gene-CEP52_000079	CEP52_000079	185.633	189.527	186.212	199.531	189.224	189.960851146013	189.960851146013	189.960851146013	189.960851146013	189.960851146013	189.960851146013	189.960851146013	189.960851146013	189.960851146013	189.960851146013	189.960851146013
gene-CEP52_000080	CEP52_000080	1256.03847494384	1252.439	1256.03847494384	1263.442	1252.267	1256.03847494384	1256.03847494384	1256.03847494384	1256.03847494384	1256.03847494384	1256.03847494384	1256.03847494384	1256.03847494384	1256.03847494384	1256.03847494384	1256.03847494384
gene-CEP52_000081	CEP52_000081	1562.37413732051	1564.439	1562.37413732051	1562.37413732051	1562.37413732051	1562.37413732051	1562.37413732051	1562.37413732051	1562.37413732051	1562.37413732051	1562.37413732051	1562.37413732051	1562.37413732051	1562.37413732051	1562.37413732051	1560.312
gene-CEP52_000082	CEP52_000082	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125	86.8618125
gene-CEP52_000083	CEP52_000083	541.23825	541.23825	541.23825	541.23825	541.23825	541.23825	541.23825	541.23825	541.23825	541.23825	541.23825	541.23825	541.23825	541.23825	541.23825	541.23825
gene-CEP52_000084	CEP52_000084	977.432444606787	979.439	975.43	977.432444606787	977.432444606787	977.432444606787	977.432444606787	977.432444606787	977.432444606787	977.432444606787	977.432444606787	977.432444606787	977.432444606787	977.432444606787	977.432444606787	977.432444606787
gene-CEP52_000085	CEP52_000085	1578.298	1582.439	1578.43	1593.442	1583.14025756395	1583.14025756395	1583.14025756395	1583.14025756395	1583.14025756395	1583.14025756395	1583.14025756395	1583.14025756395	1583.14025756395	1583.14025756395	1583.14025756395	1583.14025756395
gene-CEP52_000086	CEP52_000086	1362.298	1366.439	1362.43	1377.442	1366.267	1361.311	1365.10916826172	1360.283	1365.10916826172	1367.281	1365.10916826172	1365.10916826172	1365.10916826172	1365.10916826172	1365.10916826172	1362.312
gene-CEP52_000087	CEP52_000087	2121.298	2125.439	2127.71674576731	2136.442	2127.71674576731	2127.71674576731	2127.71674576731	2127.71674576731	2127.71674576731	2127.71674576731	2127.71674576731	2127.71674576731	2127.71674576731	2127.71674576731	2127.71674576731	2127.71674576731
gene-CEP52_000088	CEP52_000088	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365	1348.2365
gene-CEP52_000089	CEP52_000089	445.239375	445.239375	445.239375	445.239375	445.239375	445.239375	445.239375	445.239375	445.239375	445.239375	445.239375	445.239375	445.239375	445.239375	445.239375	445.239375
gene-CEP52_000090	CEP52_000090	1189.72545468395	1192.439	1188.43	1189.72545468395	1189.72545468395	1189.72545468395	1189.72545468395	1189.72545468395	1189.72545468395	1189.72545468395	1189.72545468395	1189.72545468395	1189.72545468395	1189.72545468395	1189.72545468395	1188.312
gene-CEP52_000091	CEP52_000091	274.61575	274.61575	274.61575	274.61575	274.61575	274.61575	274.61575	274.61575	274.61575	274.61575	274.61575	274.61575	274.61575	274.61575	274.61575	274.61575
gene-CEP52_000092	CEP52_000092	738.920020054945	733.439	738.920020054945	744.442	738.920020054945	738.920020054945	738.920020054945	738.920020054945	738.920020054945	738.920020054945	738.920020054945	738.920020054945	738.920020054945	738.920020054945	738.920020054945	738.920020054945
gene-CEP52_000093	CEP52_000093	504.326	508.439	506.919969821207	506.919969821207	506.919969821207	506.919969821207	506.919969821207	506.919969821207	506.919969821207	506.919969821207	508.005	506.919969821207	506.919969821207	506.919969821207	506.919969821207	506.919969821207
gene-CEP52_000094	CEP52_000094	1401.298	1405.439	1401.43	1416.442	1405.267	1404.58494163572	1404.58494163572	1399.283	1404.58494163572	1406.281	1404.58494163572	1404.58494163572	1404.58494163572	1404.58494163572	1404.58494163572	1401.312
gene-CEP52_000095	CEP52_000095	564.326	568.439	564.43	579.442	568.267	563.311	567.372672565436	562.283	567.372672565436	569.281	567.372672565436	570.959	567.372672565436	566.255	567.372672565436	564.312
gene-CEP52_000096	CEP52_000096	426.43	426.43	426.43	426.43	426.43	426.43	426.43	426.43	426.43	426.43	426.43	426.43	426.43	426.43	426.43	426.43
gene-CEP52_000097	CEP52_000097	808.2365	808.2365	808.2365	808.2365	808.2365	808.2365	808.2365	808.2365	808.2365	808.2365	808.2365	808.2365	808.2365	808.2365	808.2365	808.2365
gene-CEP52_000098	CEP52_000098	1521.298	1525.439	1521.43	1536.442	1525.267	1520.311	1524.49091734738	1524.49091734738	1524.49091734738	1524.49091734738	1524.49091734738	1524.49091734738	1524.49091734738	1524.49091734738	1524.49091734738	1521.312
gene-CEP52_000099	CEP52_000099	1074.12993494631	1072.439	1068.43	1083.442	1072.267	1074.12993494631	1074.12993494631	1074.12993494631	1074.12993494631	1074.12993494631	1074.12993494631	1074.12993494631	1074.12993494631	1074.12993494631	1074.12993494631	1074.12993494631
gene-CEP52_000100	CEP52_000100	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625	77.229625
gene-CEP52_000101	CEP52_000101	969.298	973.439	969.43	984.442	972.355743372479	968.311	972.355743372479	972.355743372479	972.355743372479	972.355743372479	972.355743372479	972.355743372479	972.355743372479	972.355743372479	972.355743372479	969.312
gene-CEP52_000102	CEP52_000102	377.393131250424	377.393131250424	375.481	377.393131250424	379.315	377.393131250424	377.393131250424	377.393131250424	377.393131250424	377.393131250424	377.393131250424	377.393131250424	377.393131250424	377.393131250424	377.393131250424	377.393131250424
gene-CEP52_000103	CEP52_000103	1653.04429684849	1654.439	1650.43	1653.04429684849	1654.267	1653.04429684849	1653.04429684849	1653.04429684849	1653.04429684849	1653.04429684849	1653.04429684849	1653.04429684849	1653.04429684849	1653.04429684849	1653.04429684849	1653.04429684849
gene-CEP52_000104	CEP52_000104	924.298	928.439	924.43	939.442	928.267	928.95881610094	928.95881610094	928.95881610094	928.95881610094	928.95881610094	928.95881610094	928.95881610094	928.95881610094	928.95881610094	928.95881610094	928.95881610094
gene-CEP52_000105	CEP52_000105	1188.298	1192.439	1194.09823500111	1203.442	1192.267	1194.09823500111	1194.09823500111	1194.09823500111	1194.09823500111	1194.09823500111	1194.09823500111	1194.09823500111	1194.09823500111	1194.09823500111	1194.09823500111	1194.09823500111
gene-CEP52_000106	CEP52_000106	900.298	904.439	900.43	915.442	904.267	904.958383560717	904.958383560717	904.958383560717	904.958383560717	904.958383560717	904.958383560717	904.958383560717	904.958383560717	904.958383560717	904.958383560717	904.958383560717
gene-CEP52_000107	CEP52_000107	194.244	198.214	194.825	208.395	198.33509693502	198.33509693502	198.33509693502	198.33509693502	198.33509693502	198.33509693502	198.33509693502	200.471	198.33509693502	198.33509693502	198.33509693502	194.237
gene-CEP52_000108	CEP52_000108	591.298	595.439	591.43	606.442	595.267	595.949724095601	595.949724095601	595.949724095601	595.949724095601	595.949724095601	595.949724095601	595.949724095601	595.949724095601	595.949724095601	595.949724095601	595.949724095601
gene-CEP52_000109	CEP52_000109	843.298	847.439	843.43	845.356143659645	847.267	845.356143659645	845.356143659645	845.356143659645	845.356143659645	845.356143659645	845.356143659645	845.356143659645	845.356143659645	845.356143659645	845.356143659645	845.356143659645
gene-CEP52_000110	CEP52_000110	3069.298	3073.439	3069.43	3084.442	3073.267	3072.87615631018	3072.87615631018	3067.283	3072.87615631018	3072.87615631018	3073.005	3072.87615631018	3072.87615631018	3072.87615631018	3072.87615631018	3072.87615631018
gene-CEP52_000111	CEP52_000111	2244.298	2248.439	2244.43	2259.442	2248.267	2248.96841480072	2248.96841480072	2248.96841480072	2248.96841480072	2248.96841480072	2248.96841480072	2248.96841480072	2248.96841480072	2248.96841480072	2248.96841480072	2248.96841480072
gene-CEP52_000112	CEP52_000112	1128.298	1132.439	1128.43	1129.72070014561	1129.72070014561	1129.72070014561	1129.72070014561	1129.72070014561	1129.72070014561	1129.72070014561	1129.72070014561	1129.72070014561	1129.72070014561	1129.72070014561	1129.72070014561	1129.72070014561
gene-CEP52_000113	CEP52_000113	426.326	430.439	426.43	441.442	430.286	430.149097631123	430.149097631123	430.149097631123	430.149097631123	430.149097631123	430.005	430.149097631123	430.149097631123	430.149097631123	430.149097631123	426.312
gene-CEP52_000114	CEP52_000114	2910.298	2914.439	2910.43	2925.442	2914.267	2909.311	2914.02603855934	2914.02603855934	2914.02603855934	2914.02603855934	2914.02603855934	2914.02603855934	2914.02603855934	2914.02603855934	2914.02603855934	2914.02603855934
